question;subject;comment;longitudeETRSGK25;latitudeETRSGK25
Turvaton paikka;Pyöräilijät ajavat alamäkeen hurjaa...;Pyöräilijät ajavat alamäkeen hurjaa vauhtia ja on ihme, ettei vakavia kolareita ole sattunut. Pyöräilijät ja jalankulkijat pitää erottaa toisistaan koko Töölönlahtea kiertävällä tiellä (kuten jo on tehty lahden länsipuolella) tai py?;25496581,999917500;6674127,000000000
Turvaton paikka;Sturenkadun Sammatintien risteyksen...;Sturenkadun Sammatintien risteyksen kohdalla ylitys autojonojen välistä on ruuhka-aikaan vaarallista: autoja tulee molemmista suunnista ja kadun ylittäjä ei erotu bussien ym joukosta. Tähän risteykseen jalankulkijavalot ainakin ruuhka-aikoina t;25497838,000161400;6675959,000000000
Kehittämisideani tälle paikalle!;Ehdotan korkeavuorenkadun osittaista...;Ehdotan korkeavuorenkadun osittaista muuttamista kävelykadukdi. varsinkin tämä osuus joka rajautuu design museoon ja sen edustan aukioon ja ullanlinnankadun pätkään kohti kasarminkatua ja ratakadun alkupätkää olisi todella mielenkiintoista s;25497008,499991000;6672341,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25496994,500005000;6672284,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25497064,499935000;6672256,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25497002,499997000;6672244,500000000
Virkistävä paikka;Töölönlahtea ja Tokoinrantaa on kiva...;Töölönlahtea ja Tokoinrantaa on kiva juosta ympäri!;25496484,000015500;6674323,000000000
Virkistävä paikka;Eiranrannan kalliot = rentouttava mesta!...;Eiranrannan kalliot = rentouttava mesta!;25496531,999967500;6671255,000000000
Turvaton paikka;Hietalahdenkatu kaartuu Hietalahdenrantaan...;Hietalahdenkatu kaartuu Hietalahdenrantaan liian vauhdikkaasti ottaen huomioon, että siinä on kohta kulman jälkeen suojatie. Autoilijat yrittävät ehtiä ennen etelästä tulevia autoilijoita Hietalahdenrantaan. Tämä on epämiellyttävää ja l;25496064,499935000;6672122,500000000
Kehittämisideani tälle paikalle!;Miksi toreja pitää olla kaksi? Olisiko...;Miksi toreja pitää olla kaksi? Olisiko mahdollista katkaista katu ja yhdistää nykyiset torit yhdeksi?;25496674,999824500;6672107,500000000
Kehittämisideani tälle paikalle!;Tälle paikalle, ja ylipäänsä koko...;Tälle paikalle, ja ylipäänsä koko uudenmaankadulle voisi pohjoispuolen jalkakäytäviä leventää, jotta ulkomyynnille, terasseille, pyöräpysäköinnille ja jopa katupuille tulisi tilaa. Ja poistuvat parkkipaikat voitaisiin osittain korvata et;25496759,500240000;6672431,500000000
Kehittämisideani tälle paikalle!;Mitä järkeä on siirtää pyöräilyä...;Mitä järkeä on siirtää pyöräilyä kolmen korttelin matkalle keskelle ajoratoja, missä esim. saavutettavuus on hävettävän huono. Kantakaupungin pyörätieverkkoonkin kyseinen paikka on edelleen merkitty, miksi? Eikö kyseistä kolmea kortte;25497291,500208000;6675236,500000000
Kehittämisideani tälle paikalle!;Puistokäytävä viihtyisäksi (penkkejä,...;Puistokäytävä viihtyisäksi (penkkejä, roskiksia, tilataidetta, juoma-automaatti ym. vrt. Karlavägen Sthlm) ja jatkuvuus koko osuudella kuntoon (suojatiet puistokäytäviltä toiselle). Nykyisellään kukaan ei tuolla halua kävellä, joten hyv?;25495454,500045000;6673672,500000000
Kehittämisideani tälle paikalle!;Turha pyörätie pois. Annetaan tila...;Turha pyörätie pois. Annetaan tila penkeille, kärrymyynnille ym. eli ihmisille.;25496993,000006500;6672730,500000000
Kehittämisideani tälle paikalle!;Julkisia penkkejä ja roskiksia, kiitos...;Julkisia penkkejä ja roskiksia, kiitos (koskee myös toista kävelykatu osuutta). Tällä hetkellä niitä on tasan nolla!;25496834,500165000;6672841,500000000
Kehittämisideani tälle paikalle!;Posketon dokaaminen on kiellettävä....;Posketon dokaaminen on kiellettävä. Poliisi voi puuttua häiriökäyttäytymiseen, mutta harvoin sitä enää on kun maija kaartaa paikalle. Asukkaat ovat voimattomia. Tukholmassa nurmiläntit on arvioitu jokainen erikseen, missä saa juoda (jos yl;25496298,500201000;6672078,000000000
Kehittämisideani tälle paikalle!;Puisto- ja uimarantagrillaaminen myös...;Puisto- ja uimarantagrillaaminen myös kertakäyttögrilleillä mahdolliseksi. Otetaan mallia sallivasta ja grillauksen mahdollistavasta Tukholmasta. Nykyinenkään pelastuslaki yhdessä kaupungin kieltävän kannan kanssa ei ole grillausta estänyt,;25497644,499855000;6671472,500000000
Kehittämisideani tälle paikalle!;Rantaviiva ihmiselle. Tällä hetkellä...;Rantaviiva ihmiselle. Tällä hetkellä Pelastuslaitoksen laiturin ja Suomenlinnan lautan laiturin välisellä alueella ei ole ensimmäistäkään penkkiä tai roskista. Mutta vaihtolavoja, rullakoita ja epämääräistä roskaa on. Pliis, tehkää j;25497433,500066000;6672619,500000000
Kehittämisideani tälle paikalle!;Pyöräväylä pois puistosta! Pyörät...;Pyöräväylä pois puistosta! Pyörät kuuluvat kadulle, mutta tässä kohdassa pyörät ohjataan jostain käsittämättömästä syystä puistoon ajasta nauttivien ihmisten sekaan.;25495712,499787000;6673771,500000000
Keskustan tinkimätön helmi;Mieli ja sielu lepää.;Mieli ja sielu lepää.;25497523,999975500;6674754,000000000
Hankala kulkea jalan.;Kehnoa suunnittelua, että on tehty...;Kehnoa suunnittelua, että on tehty uusi ja leveä kävelykatualue, jossa ei ole  pyöräilyaluetta erikseen.;25496828,000171500;6672931,000000000
Kehittämisideani tälle paikalle!;Missä puut ja istutukset? Aika ankea...;Missä puut ja istutukset? Aika ankea kävelykatu.;25496824,000175500;6672973,000000000
Kehittämisideani tälle paikalle!;Tsaarin tallien rötiskön voisi purkaa...;Tsaarin tallien rötiskön voisi purkaa pois. Tuollaisena se lähinnä pilaa ympäristöään. Ikävää,että se on  paraatipaikalla esim. Musiikkitalosta tai Kaisman päädystä katsottaessa. Ei mikään kaupunkikuvan komistus tosiaan. Jos se on ih;25496529,999969500;6673391,000000000
Hankala kulkea jalan.;Kaisaniemestä Sokokselle kävelevä...;Kaisaniemestä Sokokselle kävelevä ensikertalainen päätyy 90% varmuudella kävelemään pyörätielle ilman selvää käsitystä siitä mihin pitää jatkaa.;25496830,500169000;6673082,500000000
Turvaton paikka;Viettävä asfaltti on talvella todella...;Viettävä asfaltti on talvella todella liukas. Vuorikadulta tai metroasemalta Kluuvikadulle kävelevä kaatuu helposti Yliopistonkatua ylittäessä.;25497093,999905500;6672991,000000000
Hankala kulkea jalan.;Mukulakivikadut ovat kaikki hankalia,...;Mukulakivikadut ovat kaikki hankalia, koska maasto epätasainen - kompastuu helposti. Rautatientorin laiturialueella puutteellinen jalankulkualue/suojatie alueelta Ateneumin suojatielle.;25496884,000115500;6673231,000000000
Kehittämisideani tälle paikalle!;Mikonkadusta pitäisi tehdä viihtyisämpi...;Mikonkadusta pitäisi tehdä viihtyisämpi esim. istutuksilla, valaisulla, penkeillä. Kadusta pitäisi tehdä houkuttelevampi paikka esim. ulkomaisille brändeille. Se voisi olla tulevaisuudessa Mikonkatu fashion street! Tällä hetkellä Pohjoisesp;25496982,500017000;6672834,700000000
Kehittämisideani tälle paikalle!;Keskuskatu tuntuu aika läpikulkukadulta....;Keskuskatu tuntuu aika läpikulkukadulta. Koska katu on niin leveä mahtuisi sinne hyvin myös julkisia pysähdys/istahduspaikkoja.;25496834,750164700;6672827,200000000
Kehittämisideani tälle paikalle!;Toivoisin Hesperian esplanadille uutta,...;Toivoisin Hesperian esplanadille uutta, houkuttelevaa ja uniikkia ilmettä. Puisto on otollinen vihreä kaistale Töölönlahden ja Hietsun uimarannan välissä ja ansaitsee silmiä hivelevän ja pysäyttävän ilmeen. Puisto kaipaa elävöittämist?;25495808,000191500;6673807,000000000
Virkistävä paikka;Tunnelmainen puisto puineen ja luonnonvesineen....;Tunnelmainen puisto puineen ja luonnonvesineen.;25496166,499833000;6673892,500000000
Kehittämisideani tälle paikalle!;Toivoisin Hesperian esplanadille uutta,...;Toivoisin Hesperian esplanadille uutta, houkuttelevaa ja uniikkia ilmettä. Puisto on otollinen vihreä kaistale Töölönlahden ja Hietsun uimarannan välissä ja ansaitsee silmiä hivelevän ja pysäyttävän ilmeen. Puisto kaipaa elävöittämist;25495922,500077000;6673828,500000000
Keskustan tinkimätön helmi;Meri, maisema, sijainti, koirat, Krunikka,...;Meri, maisema, sijainti, koirat, Krunikka, veneet, iltakävely. Kunnollinen uimamahdollisuus vain puuttuu!;25498232,499767000;6673430,500000000
Virkistävä paikka;Kaisaniemen puisto, vehreä ja virkistävä...;Kaisaniemen puisto, vehreä ja virkistävä kohta kävellessä Kruununhaasta keskustaan.;25496970,500029000;6673424,500000000
Meluisa paikka;Vain karttamerkintä;;25496794,000205500;6672795,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Viehättävä merimaisema, paljon ihmisiä...;Viehättävä merimaisema, paljon ihmisiä ja tori.;25497336,500163000;6672752,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25496223,499776000;6672939,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kaunis puisto, paljon ihmisiä, aurinko...;Kaunis puisto, paljon ihmisiä, aurinko pääsee paistamaan pitkälle iltaan.;25497016,499983000;6672728,500000000
Virkistävä paikka;Kaunis arkkitehtuuri;Kaunis arkkitehtuuri;25497536,499963000;6673110,500000000
Virkistävä paikka;Vain karttamerkintä;;25497842,500157000;6672904,500000000
Keskustan tinkimätön helmi;Vain karttamerkintä;;25496559,999939500;6671499,000000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Upea puisto on kaupunkilaisten keidas,...;Upea puisto on kaupunkilaisten keidas, kesäaikaan aina täynnä ihmisiä. Puiston vehreys, monimuotoisuus ja korkeusvaihtelut luovat hienoja paikkoja puistoon. Hienosti hoidettu ja vaalittu perintö kaupunkilaisten käytössä!;25496320,500179000;6672052,500000000
Turvaton paikka;Vain karttamerkintä;;25496654,499845000;6673070,500000000
Virkistävä paikka;"Heinosti tehty kävelykatu; terasseja...";"Heinosti tehty kävelykatu; terasseja (myöhään auki), ravintoloita ja hyvä meininki. Näitä lisää!";25496662,499837000;6672792,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Vain karttamerkintä;;25497112,499887000;6672742,500000000
Hankala kulkea jalan.;Vain karttamerkintä;;25496488,500011000;6673130,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Keskeinen sijainti ja ohikulkupaikka...;Keskeinen sijainti ja ohikulkupaikka (kuinka kauan läpikulkua enää Länsimetron valmistumisen jälkeen?);25496448,500051000;6673028,500000000
Virkistävä paikka;Vain karttamerkintä;;25497029,499970000;6671295,500000000
Kehittämisideani tälle paikalle!;ajettava pyöräyhteys radan toiselle...;ajettava pyöräyhteys radan toiselle puolelle ja postitalolle asti pyörätie tunnelin suulta;25496629,999869500;6673411,000000000
Virkistävä paikka;Korkealla piilossa oleva puisto on...;Korkealla piilossa oleva puisto on todella hieno keidas kaupungissa. Rauhoittumispaikka keskellä keskustaa.;25497400,500099000;6672152,500000000
Virkistävä paikka;Upea puisto tarjoaa rauhoittumispaikan....;Upea puisto tarjoaa rauhoittumispaikan.;25496964,500035000;6673440,500000000
Kehittämisideani tälle paikalle!;Asfaltti päällyste mukulakivien sijaan...;Asfaltti päällyste mukulakivien sijaan;25497278,000221500;6674339,000000000
Kehittämisideani tälle paikalle!;"Voisi olla kävelykatu; kävelykeskusta...";"Voisi olla kävelykatu; kävelykeskusta voisi jatkua toisellakin puolella esplanadia. Nyt jo paljon ravintoloita ja muuta elämää korkeavuorenkadulla. Sen lisäksi liikenne on hyvin vähäistä.";25496995,000004500;6672612,000000000
Kehittämisideani tälle paikalle!;Veneiden talvisäilytys pois täältä,...;Veneiden talvisäilytys pois täältä, talviurheilua tilalle!;25496837,500162000;6671313,500000000
Kehittämisideani tälle paikalle!;Liikaa parkkipaikkoja ja tyhjää tilaa......;Liikaa parkkipaikkoja ja tyhjää tilaa...;25497437,000062500;6672644,000000000
Kehittämisideani tälle paikalle!;Radan vartta ilman mäkiä kulkeva pyöräkaista...;Radan vartta ilman mäkiä kulkeva pyöräkaista;25496661,999837500;6674171,000000000
Hankala kulkea jalan.;Pyöräilijöiden reitti risteää vaarallisesti...;Pyöräilijöiden reitti risteää vaarallisesti kävelijöiden kanssa useassa kohtaa keskustassa, mutta etenkin Lasipalatsin edessä. Pyöräilijät hidastamaan vauhtia!;25496545,499954000;6673021,500000000
Kehittämisideani tälle paikalle!;Hieno tori, nyt täysin tyhjänä 95%...;Hieno tori, nyt täysin tyhjänä 95% ajasta. Tätä tilaa voisi hyödyntää paremmin.;25497164,999834500;6672482,000000000
Hankala kulkea jalan.;Turistibussien/onnibussien lastauspaikka...;Turistibussien/onnibussien lastauspaikka ja pyörätie ovat päällekkäin, mikä aiheuttaa vaaratilanteita ja molemmin puolin harmitusta.;25496510,499989000;6673134,500000000
Kehittämisideani tälle paikalle!;Mielestäni tähän voisi hakea mallia...;Mielestäni tähän voisi hakea mallia esim. Varsovan plac Zamkowysta. Nykyisellään Esplanadi-Mariankatu -väli on inhottava jalankulkumatka, kun puistosta kauppatorille liikkuessa joutuu väistelemään autoja ja raitiovaunuja liikennevaloissa, mi;25497359,000140400;6672763,000000000
Kehittämisideani tälle paikalle!;Asuntoja, palveluja ja siisteyttä.;Asuntoja, palveluja ja siisteyttä.;25496149,499850000;6671849,500000000
Hankala kulkea jalan.;Vain karttamerkintä;;25496963,000036500;6673100,000000000
Virkistävä paikka;Vain karttamerkintä;;25496993,000006500;6671272,000000000
Kehittämisideani tälle paikalle!;Pyörätien vetäminen radan ylittävältä...;Pyörätien vetäminen radan ylittävältä sillalta sen alta kulkevan autotien yli;25495569,999929500;6677335,000000000
Kehittämisideani tälle paikalle!;Jotain muuta kuin terminaalitoimintoja!...;Jotain muuta kuin terminaalitoimintoja! Guggenheim on loistava ehdokas. Yhtenäinen rantaraitti kävelijöille Helsinkiin!;25497521,499978000;6672313,500000000
Turvaton paikka;Bussit pudottavat asiakkaat suoraan...;Bussit pudottavat asiakkaat suoraan pyörätielle. Pyörätie on ehkä kokonaan väärässä paikassa. Minimissään voisi olla selkeät maalaukset pyörätiessä jotka sekä kertoisivat pyöräilijöille että tässä pitää varoa ja jalankulkijoil;25496614,499885000;6673192,500000000
Kehittämisideani tälle paikalle!;Parkkipaikat pois paraatipaikoilta ja...;Parkkipaikat pois paraatipaikoilta ja yhtenäinen rantaraitti Helsingin parhaille rantapaikoille!;25497425,500074000;6672617,500000000
Turvaton paikka;Kolmesta eri suunnasta tulevat pyörätiet...;Kolmesta eri suunnasta tulevat pyörätiet päättyvät yhtäkkiä ja muodostavat yhdessä jalankulkijoiden kanssa oudon poukkoilutilan. Vaaratilanteita melkein aina kun tässä kulkee.;25496650,499849000;6673148,500000000
Hankala kulkea jalan.;Kävelijät ja pyöräilijät aina tungoksessa....;Kävelijät ja pyöräilijät aina tungoksessa. Kukaan ei tykkää, eikä ole turvallistakaan.;25497381,500118000;6672693,500000000
Kehittämisideani tälle paikalle!;Vaaratilanteita jatkuvasti, kun pyörätie...;Vaaratilanteita jatkuvasti, kun pyörätie kulkee Steissin edessä jalankulkijan kannalta odottamattomasti. Voiko siirtää pyörätien selkeästi pois jalkakäytävän puolelta ajoradan viereen? Veisi saman tilan kuin nykyäänkin. Jalankulkijat odo;25496740,499759000;6673046,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Kaisaniemi on kaupunkimaisin metris...;Kaisaniemi on kaupunkimaisin metris stadissa. Ja alue ympärillä toimii myös hyvin. Ei liian isoja aukioita;25497083,999915500;6673219,000000000
Virkistävä paikka;Merisatama;Merisatama;25497047,999951500;6671247,000000000
Kehittämisideani tälle paikalle!;1+1 kaistaa toisella reunalla riittää....;1+1 kaistaa toisella reunalla riittää. Ja sokoksen viereinen osa Kaivokatua kiinni kokonaan, paitsi ratikoilta;25496747,999751500;6673043,000000000
Meluisa paikka;Silta pitäisi purkaa pois kun Länsimetro...;Silta pitäisi purkaa pois kun Länsimetro valmistuu. tavallinen ristyes olisi paljon rauhallisempi ja ehkä toimisikin paremmin;25495611,999887500;6672428,200000000
Kehittämisideani tälle paikalle!;Tunneli Baanalta Kaisaniemen puistoon...;Tunneli Baanalta Kaisaniemen puistoon tarvitaan;25496611,999887500;6673352,200000000
Keskustan tinkimätön helmi;Mukava paikka kävelyyn ja hengailuun....;Mukava paikka kävelyyn ja hengailuun. Ei turhia liikennevaloja tai  muita esteitä.;25497393,500105900;6674483,500000000
Virkistävä paikka;Viihtyisä ympäristö ja hieno arkkitehtuuri...;Viihtyisä ympäristö ja hieno arkkitehtuuri ympäröi aluetta.;25497500,499999000;6674758,500000000
Hyvä paikka kohtaamiselle ja kaupunkipöhinälle;Loistava puisto niin hengailuun kuin...;Loistava puisto niin hengailuun kuin tapahtumien järjestämiseen.;25497677,499822000;6675220,500000000
Hankala kulkea jalan.;Tässä joutuu usein odottamaan kahdet...;Tässä joutuu usein odottamaan kahdet liikennevalot, kun taas autolla pääsee koko risteyksen yli yksillä vihreillä.  Moni käveleekin tässä päin punaisia.;25496727,999771500;6673075,000000000
Hankala kulkea jalan.;Leveä Mannerheimintie tarkoittaa monesti...;Leveä Mannerheimintie tarkoittaa monesti kaksia liikennevaloja, ennen kuin tie on ylitetty. Kävelymatka Rautatieasemalta Kamppiin on huonolla tuurilla todella hidas, koska tämän risteyksen lisäksi pitää päästä myös kadun yli ? valoista.;25496527,999971500;6673083,000000000
